,Year,Month,Day,Pressure (hPa),Temperature (oC),Dew Point Temp (oC),Relative Humidity (%),Wind Speed(m/s),wind direction(deg),Soil Moisture (kg m-2) at 10 cm depth,Rainfall (mm),PETo,AETo
19,2019,1,20,1013.15,24.01025641,12.75897436,53.68303045,1.722727273,87.22222222,13.64235821,0.0,1.602064955672747,0.0
20,2019,1,21,1012.575,24.93513514,12.8027027,50.78683351,1.8,120.7142857,13.55197489,0.0,1.8066546881197099,0.0
21,2019,1,22,1012.233333,25.5,11.5325,46.02726861,1.835483871,152.0,13.47167487,0.0,1.9985654455210906,0.0
22,2019,1,23,1012.375,25.26842105,17.57631579,64.29670776,1.940540541,152.94117649999995,13.4123971,0.0,1.491620582017322,0.0
23,2019,1,24,1012.48,25.31707317,18.7,68.38197825,2.002777778,127.6,13.36715822,0.0,1.370848221676152,0.0
24,2019,1,25,1012.066667,27.86666667,17.65333333,56.08379922,2.6,159.2,13.41302211,0.0,2.434612060331437,0.0
25,2019,1,26,1012.433333,24.00555556,21.18333333,84.62461708,2.096666667,133.2142857,14.10614986,0.0,0.7066760127636409,0.0
26,2019,1,27,1007.7873283070422,19.91111111,18.58611111,92.13293636,2.417241379,51.42857143,15.89557211,0.0,0.3813368056129521,0.0
27,2019,1,28,1007.7873283070422,19.91612903,17.85806452,88.21114767,2.25862069,61.6,18.97214152,0.0,0.5229862177284812,0.0
28,2019,1,29,1007.7873283070422,21.08571429,12.52,60.43028455,2.163333333,69.09090909,19.02053599,0.0,1.5949053209125923,0.0
29,2019,1,30,1013.9,21.75714286,7.546428571,44.42737750000001,1.66875,93.63636364,18.33849429,0.0,1.7215253234080585,0.0
